"Trade Date","Instrument","Symbol","Expiry Date","Open Price","High Price","Low Price","Close Price","Daily Settlement Price","Open Interest(OI)","No. of Contracts","Turnover ( Rs.)"
"17-Jul-2019","FUTBLN","GOLDM","05-08-2019","   34684.00","   34960.00","   34620.00","   34960.00","   34549.00","               68","             720","            25.01"
"16-Jul-2019","FUTBLN","GOLDM","05-08-2019","   34791.00","   34827.00","   34650.00","   34660.00","   34716.00","               64","             293","            10.18"
"15-Jul-2019","FUTBLN","GOLDM","05-08-2019","   34725.00","   34836.00","   34720.00","   34758.00","   34659.00","               70","             272","             9.46"
"12-Jul-2019","FUTBLN","GOLDM","05-08-2019","   34683.00","   34770.00","   34615.00","   34721.00","   34541.00","               78","             543","            18.84"
"11-Jul-2019","FUTBLN","GOLDM","05-08-2019","   34952.00","   34959.00","   34700.00","   34708.00","   34798.00","               83","             614","            21.41"
"10-Jul-2019","FUTBLN","GOLDM","05-08-2019","   34393.00","   34690.00","   34340.00","   34680.00","   34343.00","              123","             254","             8.77"
"09-Jul-2019","FUTBLN","GOLDM","05-08-2019","   34558.00","   34570.00","   34310.00","   34511.00","   34217.00","              108","             255","             8.78"
"08-Jul-2019","FUTBLN","GOLDM","05-08-2019","   34561.00","   34752.00","   34526.00","   34560.00","   34630.00","              191","             399","            13.83"
"05-Jul-2019","FUTBLN","GOLDM","05-08-2019","   34202.00","   34927.00","   34189.00","   34450.00","   34891.00","              109","             464","            16.08"
"04-Jul-2019","FUTBLN","GOLDM","05-08-2019","   34250.00","   34256.00","   34115.00","   34145.00","   34187.00","              152","             177","             6.05"
"03-Jul-2019","FUTBLN","GOLDM","05-08-2019","   34399.00","   34440.00","   34201.00","   34210.00","   34447.00","              211","             317","            10.90"
"02-Jul-2019","FUTBLN","GOLDM","05-08-2019","   33707.00","   33912.00","   33690.00","   33908.00","   33814.00","               71","             478","            16.15"
"01-Jul-2019","FUTBLN","GOLDM","05-07-2019","   34000.00","   34000.00","   34000.00","   34000.00","   33591.00","                0","               1","             0.03"
"01-Jul-2019","FUTBLN","GOLDM","05-08-2019","   33791.00","   33808.00","   33630.00","   33640.00","   33640.00","               86","             745","            25.10"
